id,state,sunlight_svm,sunlight_reg
Jun-21,CA,337.7019067,351.5184741
Jul-21,CA,356.6663921,388.0917235
Aug-21,CA,330.4726286,356.8776294
Sep-21,CA,290.102073,307.8689365
Oct-21,CA,256.0871664,257.8340309
Nov-21,CA,194.9478301,179.3673293
Dec-21,CA,161.3880756,148.6614799
Jan-22,CA,163.3989054,173.5244672
Feb-22,CA,184.3982204,207.2993418
Mar-22,CA,245.9326672,281.8320362
Apr-22,CA,295.3768796,322.7628309
May-22,CA,324.036601,362.3760808
Jun-22,CA,337.6434048,351.706318
Jul-22,CA,356.5789408,388.5075141
Aug-22,CA,330.3904478,357.2285357
Sep-22,CA,290.062343,308.1002703
Oct-22,CA,256.0559553,257.874473
Nov-22,CA,194.9893018,179.1246628
Dec-22,CA,161.4170059,148.4523611
Jan-00,LA,113,113
Feb-00,LA,162,162
Mar-00,LA,197,197
Apr-00,LA,216,216
May-00,LA,250,250
Jun-00,LA,154,154
Jul-00,LA,135,135
Aug-00,LA,224,224
Sep-00,LA,306,306
Oct-00,LA,192,192
Nov-00,LA,187,187
Dec-00,LA,113,113
Jan-01,LA,178,178
Feb-01,LA,145,145
Mar-01,LA,253,253
Apr-01,LA,269,269
May-01,LA,295,295
Jun-01,LA,214,214
Jul-01,LA,186,186
Aug-01,LA,155,155
Sep-01,LA,246,246
Oct-01,LA,272,272
Nov-01,LA,173,173
Dec-01,LA,137,137
Jan-02,LA,183,183
Feb-02,LA,132,132
Mar-02,LA,168,168
Apr-02,LA,229,229
May-02,LA,296,296
Jun-02,LA,349,349
Jul-02,LA,161,161
Aug-02,LA,166,166
Sep-02,LA,119,119
Oct-02,LA,250,250
Nov-02,LA,178,178
Dec-02,LA,133,133
Jan-03,LA,182,182
Feb-03,LA,133,133
Mar-03,LA,187,187
Apr-03,LA,273,273
May-03,LA,230,230
Jun-03,LA,216,216
Jul-03,LA,191,191
Aug-03,LA,172,172
Sep-03,LA,305,305
Oct-03,LA,230,230
Nov-03,LA,217,217
Dec-03,LA,216,216
Jan-04,LA,202,202
Feb-04,LA,151,151
Mar-04,LA,256,256
Apr-04,LA,318,318
May-04,LA,360,360
Jun-04,LA,289,289
Jul-04,LA,169,169
Aug-04,LA,169,169
Sep-04,LA,228,228
Oct-04,LA,252,252
Nov-04,LA,165,165
Dec-04,LA,161,161
Jan-05,LA,178,178
Feb-05,LA,136,136
Mar-05,LA,206,206
Apr-05,LA,229,229
May-05,LA,194,194
Jun-05,LA,313,313
Jul-05,LA,274,274
Aug-05,LA,233,233
Sep-05,LA,221,221
Oct-05,LA,215,215
Nov-05,LA,123,123
Dec-05,LA,106,106
Jan-06,LA,138,138
Feb-06,LA,116,116
Mar-06,LA,158,158
Apr-06,LA,172,172
May-06,LA,255,255
Jun-06,LA,297,297
Jul-06,LA,258,258
Aug-06,LA,243,243
Sep-06,LA,188,188
Oct-06,LA,197,197
Nov-06,LA,197,197
Dec-06,LA,162,162
Jan-07,LA,165,165
Feb-07,LA,207,207
Mar-07,LA,274,274
Apr-07,LA,233,233
May-07,LA,222,222
Jun-07,LA,333,333
Jul-07,LA,299,299
Aug-07,LA,230,230
Sep-07,LA,183,183
Oct-07,LA,185,185
Nov-07,LA,142,142
Dec-07,LA,136,136
Jan-08,LA,181,181
Feb-08,LA,199,199
Mar-08,LA,269,269
Apr-08,LA,262,262
May-08,LA,312,312
Jun-08,LA,281,281
Jul-08,LA,213,213
Aug-08,LA,256,256
Sep-08,LA,139,139
Oct-08,LA,286,286
Nov-08,LA,197,197
Dec-08,LA,170,170
Jan-09,LA,163,163
Feb-09,LA,145,145
Mar-09,LA,211,211
Apr-09,LA,214,214
May-09,LA,227,227
Jun-09,LA,251,251
Jul-09,LA,194,194
Aug-09,LA,216,216
Sep-09,LA,292,292
Oct-09,LA,276,276
Nov-09,LA,238,238
Dec-09,LA,176,176
Jan-10,LA,250,250
Feb-10,LA,187,187
Mar-10,LA,342,342
Apr-10,LA,332,332
May-10,LA,308,308
Jun-10,LA,315,315
Jul-10,LA,279,279
Aug-10,LA,298,298
Sep-10,LA,252,252
Oct-10,LA,228,228
Nov-10,LA,210,210
Dec-10,LA,151,151
Jan-11,LA,201,201
Feb-11,LA,193,193
Mar-11,LA,232,232
Apr-11,LA,192,192
May-11,LA,331,331
Jun-11,LA,256,256
Jul-11,LA,194,194
Aug-11,LA,232,232
Sep-11,LA,204,204
Oct-11,LA,230,230
Nov-11,LA,160,160
Dec-11,LA,112,112
Jan-12,LA,138,138
Feb-12,LA,142,142
Mar-12,LA,182,182
Apr-12,LA,173,173
May-12,LA,278,278
Jun-12,LA,191,191
Jul-12,LA,224,224
Aug-12,LA,225,225
Sep-12,LA,187,187
Oct-12,LA,143,143
Nov-12,LA,189,189
Dec-12,LA,87,87
Jan-13,LA,92,92
Feb-13,LA,172,172
Mar-13,LA,192,192
Apr-13,LA,323,323
May-13,LA,334,334
Jun-13,LA,284,284
Jul-13,LA,246,246
Aug-13,LA,263,263
Sep-13,LA,158,158
Oct-13,LA,248,248
Nov-13,LA,193,193
Dec-13,LA,128,128
Jan-14,LA,215,215
Feb-14,LA,180,180
Mar-14,LA,253,253
Apr-14,LA,270,270
May-14,LA,334,334
Jun-14,LA,264,264
Jul-14,LA,206,206
Aug-14,LA,151,151
Sep-14,LA,210,210
Oct-14,LA,180,180
Nov-14,LA,180,180
Dec-14,LA,108,108
Jan-15,LA,155,155
Feb-15,LA,181,181
Mar-15,LA,229,229
Apr-15,LA,307,307
May-15,LA,312,312
Jun-15,LA,305,305
Jul-15,LA,338,338
Aug-15,LA,281,281
Sep-15,LA,260,260
Oct-15,LA,246,246
Nov-15,LA,236,236
Dec-15,LA,139,139
Jan-16,LA,123,123
Feb-16,LA,215,215
Mar-16,LA,283,283
Apr-16,LA,261,261
May-16,LA,317,317
Jun-16,LA,311,311
Jul-16,LA,281,281
Aug-16,LA,313,313
Sep-16,LA,286,286
Oct-16,LA,286,286
Nov-16,LA,212,212
Dec-16,LA,133,133
Jan-17,LA,124,124
Feb-17,LA,183,183
Mar-17,LA,154,154
Apr-17,LA,271,271
May-17,LA,264,264
Jun-17,LA,250,250
Jul-17,LA,220,220
Aug-17,LA,208,208
Sep-17,LA,198,198
Oct-17,LA,298,298
Nov-17,LA,259,259
Dec-17,LA,150,150
Jan-18,LA,186,186
Feb-18,LA,135,135
Mar-18,LA,207,207
Apr-18,LA,186,186
May-18,LA,305,305
Jun-18,LA,263,263
Jul-18,LA,237,237
Aug-18,LA,166,166
Sep-18,LA,206,206
Oct-18,LA,164,164
Nov-18,LA,188,188
Dec-18,LA,127,127
Jan-19,LA,146,146
Feb-19,LA,152,152
Mar-19,LA,244,244
Apr-19,LA,248,248
May-19,LA,216,216
Jun-19,LA,184,184
Jul-19,LA,231,231
Aug-19,LA,176,176
Sep-19,LA,182,182
Oct-19,LA,194,194
Nov-19,LA,170,170
Dec-19,LA,174,174
Jan-20,LA,130,130
Feb-20,LA,178,178
Mar-20,LA,186,186
Apr-20,LA,229,229
May-20,LA,274,274
Jun-20,LA,280,280
Jul-20,LA,224,224
Aug-20,LA,158,158
Sep-20,LA,244,244
Oct-20,LA,202,202
Nov-20,LA,195,195
Dec-20,LA,126,126
Jan-21,LA,210,210
Feb-21,LA,206,206
Mar-21,LA,247,247
Apr-21,LA,252,252
May-21,LA,296,296
Jun-21,LA,248,248
Jul-21,LA,253,253
Aug-21,LA,209,209
Sep-21,LA,224,224
Oct-21,LA,304,304
Nov-21,LA,206,206
Dec-21,LA,180,180
Jan-22,LA,116,116
Feb-22,LA,153,153
Mar-22,LA,229,229
Apr-22,LA,238,238
May-22,LA,230,230
Jun-22,LA,242,242
Jul-22,LA,269,269
Aug-22,LA,287,287
Sep-22,LA,259,259
Oct-22,LA,245,245
Nov-22,LA,194,194
Dec-22,LA,174,174
Jan-23,LA,208,208
Feb-23,LA,164,164
Mar-23,LA,189,189
Apr-23,LA,236,236
May-23,LA,290,290
Jun-23,LA,238,238
Jul-23,LA,197,197
Aug-23,LA,200,200
Sep-23,LA,269,269
Oct-23,LA,214,214
Nov-23,LA,171,171
Dec-23,LA,99,99
Jan-24,LA,170,170
Feb-24,LA,188,188
Mar-24,LA,232,232
Apr-24,LA,241,241
May-24,LA,332,332
Jun-24,LA,317,317
Jul-24,LA,350,350
Aug-24,LA,314,314
Sep-24,LA,284,284
Oct-24,LA,286,286
Nov-24,LA,231,231
Dec-24,LA,105,105
Jan-25,LA,197,197
Feb-25,LA,176,176
Mar-25,LA,263,263
Apr-25,LA,319,319
May-25,LA,335,335
Jun-25,LA,277,277
Jul-25,LA,273,273
Aug-25,LA,283,283
Sep-25,LA,258,258
Oct-25,LA,211,211
Nov-25,LA,195,195
Dec-25,LA,159,159
Jan-26,LA,150,150
Feb-26,LA,219,219
Mar-26,LA,181,181
Apr-26,LA,261,261
May-26,LA,316,316
Jun-26,LA,305,305
Jul-26,LA,296,296
Aug-26,LA,264,264
Sep-26,LA,267,267
Oct-26,LA,246,246
Nov-26,LA,177,177
Dec-26,LA,140,140
Jan-27,LA,201,201
Feb-27,LA,175,175
Mar-27,LA,189,189
Apr-27,LA,262,262
May-27,LA,262,262
Jun-27,LA,233,233
Jul-27,LA,286,286
Aug-27,LA,272,272
Sep-27,LA,272,272
Oct-27,LA,285,285
Nov-27,LA,194,194
Dec-27,LA,164,164
Jan-28,LA,135,135
Feb-28,LA,125,125
Mar-28,LA,203,203
Apr-28,LA,244,244
May-28,LA,326,326
Jun-28,LA,296,296
Jul-28,LA,262,262
Aug-28,LA,268,268
Sep-28,LA,212,212
Oct-28,LA,242,242
Nov-28,LA,223,223
Dec-28,LA,160,160
Jan-29,LA,158,158
Feb-29,LA,100,100
Mar-29,LA,206,206
Apr-29,LA,227,227
May-29,LA,186,186
Jun-29,LA,304,304
Jul-29,LA,253,253
Aug-29,LA,257,257
Sep-29,LA,230,230
Oct-29,LA,231,231
Nov-29,LA,150,150
Dec-29,LA,136,136
Jan-30,LA,163,163
Feb-30,LA,178,178
Mar-30,LA,177,177
Apr-30,LA,286,286
May-30,LA,283,283
Jun-30,LA,351,351
Jul-30,LA,290,290
Aug-30,LA,246,246
Sep-30,LA,184,184
Oct-30,LA,249,249
Nov-30,LA,168,168
Dec-30,LA,118,118
Jan-31,LA,141,141
Feb-31,LA,188,188
Mar-31,LA,211,211
Apr-31,LA,242,242
May-31,LA,302,302
Jun-31,LA,329,329
Jul-31,LA,317,317
Aug-31,LA,301,301
Sep-31,LA,310,310
Oct-31,LA,265,265
Nov-31,LA,207,207
Dec-31,LA,127,127
Jan-32,LA,137,137
Feb-32,LA,166,166
Mar-32,LA,234,234
Apr-32,LA,296,296
May-32,LA,272,272
Jun-32,LA,338,338
Jul-32,LA,320,320
Aug-32,LA,265,265
Sep-32,LA,246,246
Oct-32,LA,241,241
Nov-32,LA,198,198
Dec-32,LA,75,75
Jan-33,LA,122,122
Feb-33,LA,138,138
Mar-33,LA,263,263
Apr-33,LA,228,228
May-33,LA,328,328
Jun-33,LA,354,354
Jul-33,LA,256,256
Aug-33,LA,262,262
Sep-33,LA,276,276
Oct-33,LA,258,258
Nov-33,LA,234,234
Dec-33,LA,191,191
Jan-34,LA,155,155
Feb-34,LA,191,191
Mar-34,LA,248,248
Apr-34,LA,243,243
May-34,LA,252,252
Jun-34,LA,299,299
Jul-34,LA,263,263
Aug-34,LA,242,242
Sep-34,LA,233,233
Oct-34,LA,261,261
Nov-34,LA,206,206
Dec-34,LA,184,184
Jan-35,LA,201,201
Feb-35,LA,188,188
Mar-35,LA,161,161
Apr-35,LA,180,180
May-35,LA,276,276
Jun-35,LA,244,244
Jul-35,LA,196,196
Aug-35,LA,252,252
Sep-35,LA,276,276
Oct-35,LA,267,267
Nov-35,LA,206,206
Dec-35,LA,165,165
Jan-36,LA,153,153
Feb-36,LA,163,163
Mar-36,LA,216,216
Apr-36,LA,262,262
May-36,LA,235,235
Jun-36,LA,362,362
Jul-36,LA,289,289
Aug-36,LA,263,263
Sep-36,LA,258,258
Oct-36,LA,264,264
Nov-36,LA,181,181
Dec-36,LA,141,141
Jan-37,LA,104,104
Feb-37,LA,136,136
Mar-37,LA,220,220
Apr-37,LA,300,300
May-37,LA,350,350
Jun-37,LA,263,263
Jul-37,LA,299,299
Aug-37,LA,261,261
Sep-37,LA,246,246
Oct-37,LA,223,223
Nov-37,LA,192,192
Dec-37,LA,153,153
Jan-38,LA,173,173
Feb-38,LA,188,188
Mar-38,LA,254,254
Apr-38,LA,268,268
May-38,LA,315,315
Jun-38,LA,323,323
Jul-38,LA,288,288
Aug-38,LA,304,304
Sep-38,LA,262,262
Oct-38,LA,266,266
Nov-38,LA,240,240
Dec-38,LA,178,178
Jan-39,LA,169,169
Feb-39,LA,141,141
Mar-39,LA,271,271
Apr-39,LA,273,273
May-39,LA,253,253
Jun-39,LA,283,283
Jul-39,LA,290,290
Aug-39,LA,280,280
Sep-39,LA,255,255
Oct-39,LA,274,274
Nov-39,LA,220,220
Dec-39,LA,191,191
Jan-40,LA,169,169
Feb-40,LA,147,147
Mar-40,LA,220,220
Apr-40,LA,231,231
May-40,LA,342,342
Jun-40,LA,244,244
Jul-40,LA,244,244
Aug-40,LA,270,270
Sep-40,LA,288,288
Oct-40,LA,291,291
Nov-40,LA,171,171
Dec-40,LA,127,127
Jan-41,LA,173,173
Feb-41,LA,164,164
Mar-41,LA,190,190
Apr-41,LA,250,250
May-41,LA,298,298
Jun-41,LA,281,281
Jul-41,LA,292,292
Aug-41,LA,295,295
Sep-41,LA,233,233
Oct-41,LA,270,270
Nov-41,LA,212,212
Dec-41,LA,123,123
Jan-42,LA,230,230
Feb-42,LA,118,118
Mar-42,LA,196,196
Apr-42,LA,228,228
May-42,LA,301,301
Jun-42,LA,240,240
Jul-42,LA,251,251
Aug-42,LA,236,236
Sep-42,LA,273,273
Oct-42,LA,275,275
Nov-42,LA,222,222
Dec-42,LA,138,138
Jan-43,LA,179,179
Feb-43,LA,208,208
Mar-43,LA,180,180
Apr-43,LA,289,289
May-43,LA,314,314
Jun-43,LA,320,320
Jul-43,LA,325,325
Aug-43,LA,324,324
Sep-43,LA,180.5,180.5
Oct-43,LA,282,282
Nov-43,LA,229.5,229.5
Dec-43,LA,144.5,144.5
Jan-44,LA,156,156
Feb-44,LA,138,138
Mar-44,LA,207,207
Apr-44,LA,247.5,247.5
May-44,LA,291.5,291.5
Jun-44,LA,332.5,332.5
Jul-44,LA,337,337
Aug-44,LA,305,305
Sep-44,LA,280,280
Oct-44,LA,325,325
Nov-44,LA,169.5,169.5
Dec-44,LA,164.5,164.5
Jan-45,LA,190,190
Feb-45,LA,132.5,132.5
Mar-45,LA,201,201
Apr-45,LA,256.5,256.5
May-45,LA,327.5,327.5
Jun-45,LA,305,305
Jul-45,LA,263,263
Aug-45,LA,294,294
Sep-45,LA,275,275
Oct-45,LA,251.5,251.5
Nov-45,LA,214.5,214.5
Dec-45,LA,151.5,151.5
Jan-46,LA,117,117
Feb-46,LA,178.5,178.5
Mar-46,LA,241,241
Apr-46,LA,279,279
May-46,LA,260.5,260.5
Jun-46,LA,292.5,292.5
Jul-46,LA,298.5,298.5
Aug-46,LA,307.5,307.5
Sep-46,LA,225.5,225.5
Oct-46,LA,280.5,280.5
Nov-46,LA,155.5,155.5
Dec-46,LA,190.5,190.5
Jan-47,LA,107,107
Feb-47,LA,204,204
Mar-47,LA,214.5,214.5
Apr-47,LA,224,224
May-47,LA,296.5,296.5
Jun-47,LA,323.5,323.5
Jul-47,LA,371.5,371.5
Aug-47,LA,310,310
Sep-47,LA,299.5,299.5
Oct-47,LA,290,290
Nov-47,LA,155.5,155.5
Dec-47,LA,150.5,150.5
Jan-48,LA,161,161
Feb-48,LA,103,103
Mar-48,LA,191,191
Apr-48,LA,293,293
May-48,LA,323.5,323.5
Jun-48,LA,344,344
Jul-48,LA,317.5,317.5
Aug-48,LA,304.5,304.5
Sep-48,LA,255,255
Oct-48,LA,262.5,262.5
Nov-48,LA,162,162
Dec-48,LA,146,146
Jan-49,LA,146,146
Feb-49,LA,107,107
Mar-49,LA,214.5,214.5
Apr-49,LA,214,214
May-49,LA,328,328
Jun-49,LA,279.5,279.5
Jul-49,LA,247.5,247.5
Aug-49,LA,262,262
Sep-49,LA,231.5,231.5
Oct-49,LA,149.5,149.5
Nov-49,LA,279,279
Dec-49,LA,142,142
Jan-50,LA,88,88
Feb-50,LA,157.5,157.5
Mar-50,LA,216,216
Apr-50,LA,224.5,224.5
May-50,LA,275,275
Jun-50,LA,279,279
Jul-50,LA,244,244
Aug-50,LA,282,282
Sep-50,LA,230,230
Oct-50,LA,280.5,280.5
Nov-50,LA,213,213
Dec-50,LA,152.5,152.5
Jan-51,LA,172.5,172.5
Feb-51,LA,159,159
Mar-51,LA,158.5,158.5
Apr-51,LA,242,242
May-51,LA,318.5,318.5
Jun-51,LA,259,259
Jul-51,LA,296.5,296.5
Aug-51,LA,338,338
Sep-51,LA,219.5,219.5
Oct-51,LA,279,279
Nov-51,LA,194.5,194.5
Dec-51,LA,169,169
Jan-52,LA,154.5,154.5
Feb-52,LA,159.5,159.5
Mar-52,LA,223,223
Apr-52,LA,276.5,276.5
May-52,LA,310.5,310.5
Jun-52,LA,361,361
Jul-52,LA,314.5,314.5
Aug-52,LA,321,321
Sep-52,LA,276.5,276.5
Oct-52,LA,329,329
Nov-52,LA,197.5,197.5
Dec-52,LA,185,185
Jan-53,LA,202.5,202.5
Feb-53,LA,167.5,167.5
Mar-53,LA,213,213
Apr-53,LA,261.5,261.5
May-53,LA,284,284
Jun-53,LA,333.5,333.5
Jul-53,LA,279.5,279.5
Aug-53,LA,260,260
Sep-53,LA,315.5,315.5
Oct-53,LA,295,295
Nov-53,LA,199,199
Dec-53,LA,147,147
Jan-54,LA,138,138
Feb-54,LA,249.5,249.5
Mar-54,LA,235.5,235.5
Apr-54,LA,262.5,262.5
May-54,LA,273.5,273.5
Jun-54,LA,340,340
Jul-54,LA,279,279
Aug-54,LA,329,329
Sep-54,LA,282,282
Oct-54,LA,254,254
Nov-54,LA,246.5,246.5
Dec-54,LA,188,188
Jan-55,LA,162.5,162.5
Feb-55,LA,138,138
Mar-55,LA,220.5,220.5
Apr-55,LA,231,231
May-55,LA,295,295
Jun-55,LA,330.5,330.5
Jul-55,LA,275,275
Aug-55,LA,272,272
Sep-55,LA,268,268
Oct-55,LA,312,312
Nov-55,LA,183,183
Dec-55,LA,164.5,164.5
Jan-56,LA,190.5,190.5
Feb-56,LA,145.5,145.5
Mar-56,LA,216,216
Apr-56,LA,223,223
May-56,LA,305.5,305.5
Jun-56,LA,242.5,242.5
Jul-56,LA,304,304
Aug-56,LA,288,288
Sep-56,LA,298,298
Oct-56,LA,271.5,271.5
Nov-56,LA,223.5,223.5
Dec-56,LA,182,182
Jan-57,LA,109,109
Feb-57,LA,137,137
Mar-57,LA,206.5,206.5
Apr-57,LA,199.5,199.5
May-57,LA,275,275
Jun-57,LA,245,245
Jul-57,LA,314,314
Aug-57,LA,289.5,289.5
Sep-57,LA,183,183
Oct-57,LA,239.5,239.5
Nov-57,LA,140,140
Dec-57,LA,197.5,197.5
Jan-58,LA,189.5,189.5
Feb-58,LA,169,169
Mar-58,LA,192,192
Apr-58,LA,210,210
May-58,LA,245.5,245.5
Jun-58,LA,273,273
Jul-58,LA,280.5,280.5
Aug-58,LA,291,291
Sep-58,LA,183.5,183.5
Oct-58,LA,213.5,213.5
Nov-58,LA,200.5,200.5
Dec-58,LA,165,165
Jan-59,LA,166.5,166.5
Feb-59,LA,130,130
Mar-59,LA,238,238
Apr-59,LA,197,197
May-59,LA,270,270
Jun-59,LA,248.5,248.5
Jul-59,LA,234.5,234.5
Aug-59,LA,284.5,284.5
Sep-59,LA,252,252
Oct-59,LA,189.5,189.5
Nov-59,LA,193.5,193.5
Dec-59,LA,181.5,181.5
Jan-60,LA,143.5,143.5
Feb-60,LA,161.5,161.5
Mar-60,LA,183.5,183.5
Apr-60,LA,244,244
May-60,LA,292,292
Jun-60,LA,369,369
Jul-60,LA,310,310
Aug-60,LA,242,242
Sep-60,LA,283,283
Oct-60,LA,230.5,230.5
Nov-60,LA,184.5,184.5
Dec-60,LA,142.5,142.5
Jan-61,LA,163,163
Feb-61,LA,141,141
Mar-61,LA,227.5,227.5
Apr-61,LA,287.5,287.5
May-61,LA,333.5,333.5
Jun-61,LA,293.5,293.5
Jul-61,LA,299,299
Aug-61,LA,292.5,292.5
Sep-61,LA,229.5,229.5
Oct-61,LA,270.5,270.5
Nov-61,LA,141.5,141.5
Dec-61,LA,150.5,150.5
Jan-62,LA,165,165
Feb-62,LA,162,162
Mar-62,LA,243,243
Apr-62,LA,208,208
May-62,LA,336,336
Jun-62,LA,274,274
Jul-62,LA,362,362
Aug-62,LA,341,341
Sep-62,LA,261,261
Oct-62,LA,233,233
Nov-62,LA,174,174
Dec-62,LA,162.5,162.5
Jan-63,LA,126.5,126.5
Feb-63,LA,195.5,195.5
Mar-63,LA,238,238
Apr-63,LA,221,221
May-63,LA,286,286
Jun-63,LA,282,282
Jul-63,LA,269.5,269.5
Aug-63,LA,288,288
Sep-63,LA,203,203
Oct-63,LA,293.5,293.5
Nov-63,LA,161.5,161.5
Dec-63,LA,157,157
Jan-64,LA,164,164
Feb-64,LA,192,192
Mar-64,LA,227,227
Apr-64,LA,200,200
May-64,LA,261,261
Jun-64,LA,249.5,249.5
Jul-64,LA,259,259
Aug-64,LA,247,247
Sep-64,LA,246,246
Oct-64,LA,262,262
Nov-64,LA,161,161
Dec-64,LA,146.5,146.5
Jan-65,LA,203,203
Feb-65,LA,151,151
Mar-65,LA,160,160
Apr-65,LA,225,225
May-65,LA,189,189
Jun-65,LA,285,285
Jul-65,LA,356,356
Aug-65,LA,303,303
Sep-65,LA,243,243
Oct-65,LA,252,252
Nov-65,LA,145,145
Dec-65,LA,167,167
Jan-66,LA,128,128
Feb-66,LA,164,164
Mar-66,LA,248,248
Apr-66,LA,182,182
May-66,LA,218,218
Jun-66,LA,287,287
Jul-66,LA,309,309
Aug-66,LA,228,228
Sep-66,LA,221,221
Oct-66,LA,253,253
Nov-66,LA,198,198
Dec-66,LA,135,135
Jan-67,LA,168,168
Feb-67,LA,170,170
Mar-67,LA,270,270
Apr-67,LA,192,192
May-67,LA,293,293
Jun-67,LA,314,314
Jul-67,LA,279,279
Aug-67,LA,274,274
Sep-67,LA,207,207
Oct-67,LA,255,255
Nov-67,LA,210,210
Dec-67,LA,144,144
Jan-68,LA,100,100
Feb-68,LA,199,199
Mar-68,LA,174,174
Apr-68,LA,190,190
May-68,LA,244,244
Jun-68,LA,251,251
Jul-68,LA,272,272
Aug-68,LA,280,280
Sep-68,LA,252,252
Oct-68,LA,238,238
Nov-68,LA,166,166
Dec-68,LA,161,161
Jan-69,LA,134,134
Feb-69,LA,161,161
Mar-69,LA,208,208
Apr-69,LA,236,236
May-69,LA,265,265
Jun-69,LA,364,364
Jul-69,LA,317,317
Aug-69,LA,271,271
Sep-69,LA,286,286
Oct-69,LA,225,225
Nov-69,LA,223,223
Dec-69,LA,167,167
Jan-70,LA,138,138
Feb-70,LA,167,167
Mar-70,LA,178,178
Apr-70,LA,156,156
May-70,LA,297,297
Jun-70,LA,312,312
Jul-70,LA,312,312
Aug-70,LA,296,296
Sep-70,LA,243,243
Oct-70,LA,180,180
Nov-70,LA,194,194
Dec-70,LA,139,139
Jan-71,LA,149,149
Feb-71,LA,196,196
Mar-71,LA,208,208
Apr-71,LA,220,220
May-71,LA,227,227
Jun-71,LA,299,299
Jul-71,LA,262,262
Aug-71,LA,232,232
Sep-71,LA,225,225
Oct-71,LA,200,200
Nov-71,LA,202,202
Dec-71,LA,103,103
Jan-72,LA,153,153
Feb-72,LA,171,171
Mar-72,LA,219,219
Apr-72,LA,212,212
May-72,LA,308,308
Jun-72,LA,264,264
Jul-72,LA,332,332
Aug-72,LA,323,323
Sep-72,LA,212,212
Oct-72,LA,215,215
Nov-72,LA,158,158
Dec-72,LA,125,125
Jan-73,LA,137,137
Feb-73,LA,169,169
Mar-73,LA,152,152
Apr-73,LA,163,163
May-73,LA,327,327
Jun-73,LA,239,239
Jul-73,LA,323,323
Aug-73,LA,246.5,246.5
Sep-73,LA,204.5,204.5
Oct-73,LA,263,263
Nov-73,LA,225.5,225.5
Dec-73,LA,204,204
Jan-74,LA,83,83
Feb-74,LA,206.5,206.5
Mar-74,LA,204.5,204.5
Apr-74,LA,265.5,265.5
May-74,LA,230.5,230.5
Jun-74,LA,284.5,284.5
Jul-74,LA,290.5,290.5
Aug-74,LA,248,248
Sep-74,LA,181,181
Oct-74,LA,264.5,264.5
Nov-74,LA,188.5,188.5
Dec-74,LA,156,156
Jan-75,LA,169.5,169.5
Feb-75,LA,157.5,157.5
Mar-75,LA,168,168
Apr-75,LA,209.5,209.5
May-75,LA,226,226
Jun-75,LA,293,293
Jul-75,LA,270.5,270.5
Aug-75,LA,250,250
Sep-75,LA,261,261
Oct-75,LA,235.5,235.5
Nov-75,LA,199.5,199.5
Dec-75,LA,163.5,163.5
Jan-76,LA,207,207
Feb-76,LA,217.5,217.5
Mar-76,LA,172.5,172.5
Apr-76,LA,273,273
May-76,LA,253.5,253.5
Jun-76,LA,291,291
Jul-76,LA,256.5,256.5
Aug-76,LA,313,313
Sep-76,LA,248,248
Oct-76,LA,224,224
Nov-76,LA,187.5,187.5
Dec-76,LA,174.5,174.5
Jan-77,LA,169.5,169.5
Feb-77,LA,230,230
Mar-77,LA,193.5,193.5
Apr-77,LA,272,272
May-77,LA,306.5,306.5
Jun-77,LA,286.5,286.5
Jul-77,LA,275,275
Aug-77,LA,201.5,201.5
Sep-77,LA,223.5,223.5
Oct-77,LA,226,226
Nov-77,LA,115.5,115.5
Dec-77,LA,171.5,171.5
Jan-78,LA,100.5,100.5
Feb-78,LA,162.5,162.5
Mar-78,LA,226.5,226.5
Apr-78,LA,274.5,274.5
May-78,LA,262.5,262.5
Jun-78,LA,289,289
Jul-78,LA,289.5,289.5
Aug-78,LA,257,257
Sep-78,LA,181,181
Oct-78,LA,278,278
Nov-78,LA,157.5,157.5
Dec-78,LA,182,182
Jan-79,LA,142.5,142.5
Feb-79,LA,120,120
Mar-79,LA,218,218
Apr-79,LA,182,182
May-79,LA,245.5,245.5
Jun-79,LA,277.5,277.5
Jul-79,LA,231,231
Aug-79,LA,265.5,265.5
Sep-79,LA,225,225
Oct-79,LA,267.5,267.5
Nov-79,LA,220.5,220.5
Dec-79,LA,172.5,172.5
Jan-80,LA,99,99
Feb-80,LA,153.5,153.5
Mar-80,LA,173,173
Apr-80,LA,233.5,233.5
May-80,LA,219.5,219.5
Jun-80,LA,335,335
Jul-80,LA,344.5,344.5
Aug-80,LA,311,311
Sep-80,LA,215.5,215.5
Oct-80,LA,251.5,251.5
Nov-80,LA,161,161
Dec-80,LA,185.5,185.5
Jan-81,LA,202.5,202.5
Feb-81,LA,150,150
Mar-81,LA,220,220
Apr-81,LA,183,183
May-81,LA,224.5,224.5
Jun-81,LA,265,265
Jul-81,LA,297,297
Aug-81,LA,234,234
Sep-81,LA,263,263
Oct-81,LA,163,163
Nov-81,LA,172.5,172.5
Dec-81,LA,192,192
Jan-82,LA,187,187
Feb-82,LA,133,133
Mar-82,LA,185.5,185.5
Apr-82,LA,173.5,173.5
May-82,LA,234.5,234.5
Jun-82,LA,266,266
Jul-82,LA,293,293
Aug-82,LA,305.5,305.5
Sep-82,LA,280.5,280.5
Oct-82,LA,218.5,218.5
Nov-82,LA,145.5,145.5
Dec-82,LA,148.5,148.5
Jan-83,LA,141,141
Feb-83,LA,133,133
Mar-83,LA,250.5,250.5
Apr-83,LA,228.5,228.5
May-83,LA,242,242
