id,state,sunlight_svm,sunlight_reg
Jan-00,MN,132,132
Feb-00,MN,165,165
Mar-00,MN,200,200
Apr-00,MN,263,263
May-00,MN,325,325
Jun-00,MN,348,348
Jul-00,MN,299,299
Aug-00,MN,223,223
Sep-00,MN,178,178
Oct-00,MN,180,180
Nov-00,MN,109,109
Dec-00,MN,103,103
Jan-01,MN,143,143
Feb-01,MN,201,201
Mar-01,MN,180,180
Apr-01,MN,227,227
May-01,MN,293,293
Jun-01,MN,276,276
Jul-01,MN,334,334
Aug-01,MN,320,320
Sep-01,MN,198,198
Oct-01,MN,217,217
Nov-01,MN,159,159
Dec-01,MN,107,107
Jan-02,MN,171,171
Feb-02,MN,180,180
Mar-02,MN,194,194
Apr-02,MN,238,238
May-02,MN,233,233
Jun-02,MN,266,266
Jul-02,MN,281,281
Aug-02,MN,268,268
Sep-02,MN,212,212
Oct-02,MN,186,186
Nov-02,MN,88,88
Dec-02,MN,93,93
Jan-03,MN,115,115
Feb-03,MN,203,203
Mar-03,MN,163,163
Apr-03,MN,214,214
May-03,MN,246,246
Jun-03,MN,316,316
Jul-03,MN,297,297
Aug-03,MN,218,218
Sep-03,MN,208,208
Oct-03,MN,210,210
Nov-03,MN,138,138
Dec-03,MN,123,123
Jan-04,MN,163,163
Feb-04,MN,160,160
Mar-04,MN,108,108
Apr-04,MN,232,232
May-04,MN,269,269
Jun-04,MN,238,238
Jul-04,MN,287,287
Aug-04,MN,282,282
Sep-04,MN,177,177
Oct-04,MN,140,140
Nov-04,MN,182,182
Dec-04,MN,97,97
Jan-05,MN,158,158
Feb-05,MN,210,210
Mar-05,MN,152,152
Apr-05,MN,223,223
May-05,MN,204,204
Jun-05,MN,198,198
Jul-05,MN,300,300
Aug-05,MN,262,262
Sep-05,MN,216,216
Oct-05,MN,176,176
Nov-05,MN,136,136
Dec-05,MN,150,150
Jan-06,MN,133,133
Feb-06,MN,194,194
Mar-06,MN,202,202
Apr-06,MN,268,268
May-06,MN,246,246
Jun-06,MN,306,306
Jul-06,MN,341,341
Aug-06,MN,277,277
Sep-06,MN,228,228
Oct-06,MN,150,150
Nov-06,MN,109,109
Dec-06,MN,92,92
Jan-07,MN,67,67
Feb-07,MN,185,185
Mar-07,MN,216,216
Apr-07,MN,287,287
May-07,MN,255,255
Jun-07,MN,321,321
Jul-07,MN,364,364
Aug-07,MN,313,313
Sep-07,MN,222,222
Oct-07,MN,219,219
Nov-07,MN,168,168
Dec-07,MN,110,110
Jan-08,MN,171,171
Feb-08,MN,166,166
Mar-08,MN,232,232
Apr-08,MN,259,259
May-08,MN,228,228
Jun-08,MN,257,257
Jul-08,MN,367,367
Aug-08,MN,338,338
Sep-08,MN,307,307
Oct-08,MN,226,226
Nov-08,MN,146,146
Dec-08,MN,160,160
Jan-09,MN,151,151
Feb-09,MN,175,175
Mar-09,MN,228,228
Apr-09,MN,243,243
May-09,MN,308,308
Jun-09,MN,309,309
Jul-09,MN,352,352
Aug-09,MN,318,318
Sep-09,MN,219,219
Oct-09,MN,169,169
Nov-09,MN,100,100
Dec-09,MN,89,89
Jan-10,MN,129,129
Feb-10,MN,174,174
Mar-10,MN,293,293
Apr-10,MN,267,267
May-10,MN,308,308
Jun-10,MN,367,367
Jul-10,MN,411,411
Aug-10,MN,326,326
Sep-10,MN,254,254
Oct-10,MN,224,224
Nov-10,MN,127,127
Dec-10,MN,159,159
Jan-11,MN,126,126
Feb-11,MN,182,182
Mar-11,MN,254,254
Apr-11,MN,214,214
May-11,MN,324,324
Jun-11,MN,334,334
Jul-11,MN,358,358
Aug-11,MN,314,314
Sep-11,MN,205,205
Oct-11,MN,175,175
Nov-11,MN,120,120
Dec-11,MN,88,88
Jan-12,MN,215,215
Feb-12,MN,166,166
Mar-12,MN,256,256
Apr-12,MN,269,269
May-12,MN,313,313
Jun-12,MN,353,353
Jul-12,MN,344,344
Aug-12,MN,271,271
Sep-12,MN,227,227
Oct-12,MN,230,230
Nov-12,MN,185,185
Dec-12,MN,129,129
Jan-13,MN,162,162
Feb-13,MN,179,179
Mar-13,MN,212,212
Apr-13,MN,260,260
May-13,MN,272,272
Jun-13,MN,372,372
Jul-13,MN,324,324
Aug-13,MN,261,261
Sep-13,MN,210,210
Oct-13,MN,157,157
Nov-13,MN,127,127
Dec-13,MN,136,136
Jan-14,MN,74,74
Feb-14,MN,165,165
Mar-14,MN,202,202
Apr-14,MN,204,204
May-14,MN,268,268
Jun-14,MN,248,248
Jul-14,MN,338,338
Aug-14,MN,217,217
Sep-14,MN,213,213
Oct-14,MN,208,208
Nov-14,MN,160,160
Dec-14,MN,88,88
Jan-15,MN,126,126
Feb-15,MN,126,126
Mar-15,MN,205,205
Apr-15,MN,225.5,225.5
May-15,MN,151.5,151.5
Jun-15,MN,213.5,213.5
Jul-15,MN,230,230
Aug-15,MN,284,284
Sep-15,MN,188.5,188.5
Oct-15,MN,186.5,186.5
Nov-15,MN,112,112
Dec-15,MN,106,106
Jan-16,MN,114,114
Feb-16,MN,155.5,155.5
Mar-16,MN,175,175
Apr-16,MN,172.5,172.5
May-16,MN,242.5,242.5
Jun-16,MN,282.5,282.5
Jul-16,MN,358,358
Aug-16,MN,274.5,274.5
Sep-16,MN,180.5,180.5
Oct-16,MN,171.5,171.5
Nov-16,MN,143,143
Dec-16,MN,133.5,133.5
Jan-17,MN,153,153
Feb-17,MN,157,157
Mar-17,MN,185,185
Apr-17,MN,163,163
May-17,MN,315,315
Jun-17,MN,259,259
Jul-17,MN,328.5,328.5
Aug-17,MN,302,302
Sep-17,MN,212.5,212.5
Oct-17,MN,107,107
Nov-17,MN,118,118
Dec-17,MN,111.5,111.5
Jan-18,MN,158,158
Feb-18,MN,197.5,197.5
Mar-18,MN,258.5,258.5
Apr-18,MN,284,284
May-18,MN,229,229
Jun-18,MN,281.5,281.5
Jul-18,MN,302.5,302.5
Aug-18,MN,272,272
Sep-18,MN,252,252
Oct-18,MN,133.5,133.5
Nov-18,MN,112,112
Dec-18,MN,56.5,56.5
Jan-19,MN,155.5,155.5
Feb-19,MN,154,154
Mar-19,MN,216,216
Apr-19,MN,198,198
May-19,MN,298.5,298.5
Jun-19,MN,258,258
Jul-19,MN,344,344
Aug-19,MN,330.5,330.5
Sep-19,MN,214,214
Oct-19,MN,118,118
Nov-19,MN,95,95
Dec-19,MN,101.5,101.5
Jan-20,MN,139.5,139.5
Feb-20,MN,125.5,125.5
Mar-20,MN,235.5,235.5
Apr-20,MN,206,206
May-20,MN,308,308
Jun-20,MN,275.5,275.5
Jul-20,MN,358,358
Aug-20,MN,342.5,342.5
Sep-20,MN,240.5,240.5
Oct-20,MN,216,216
Nov-20,MN,95.5,95.5
Dec-20,MN,74.5,74.5
Jan-21,MN,106.5,106.5
Feb-21,MN,120,120
Mar-21,MN,178.5,178.5
Apr-21,MN,226,226
May-21,MN,262.5,262.5
Jun-21,MN,342.5,342.5
Jul-21,MN,383.5,383.5
Aug-21,MN,317,317
Sep-21,MN,241.5,241.5
Oct-21,MN,194,194
Nov-21,MN,87.5,87.5
Dec-21,MN,104.5,104.5
Jan-22,MN,153.5,153.5
Feb-22,MN,185.5,185.5
Mar-22,MN,219.5,219.5
Apr-22,MN,186.5,186.5
May-22,MN,241.5,241.5
Jun-22,MN,311,311
Jul-22,MN,293.5,293.5
Aug-22,MN,301,301
Sep-22,MN,250.5,250.5
Oct-22,MN,205,205
Nov-22,MN,51,51
Dec-22,MN,123,123
Jan-23,MN,102.5,102.5
Feb-23,MN,183,183
Mar-23,MN,206,206
Apr-23,MN,241,241
May-23,MN,307,307
Jun-23,MN,324,324
Jul-23,MN,371,371
Aug-23,MN,276.5,276.5
Sep-23,MN,223,223
Oct-23,MN,197,197
Nov-23,MN,160,160
Dec-23,MN,137.5,137.5
Jan-24,MN,187.5,187.5
Feb-24,MN,187.5,187.5
Mar-24,MN,171,171
Apr-24,MN,229,229
May-24,MN,290,290
Jun-24,MN,289.5,289.5
Jul-24,MN,344.5,344.5
Aug-24,MN,292,292
Sep-24,MN,194.5,194.5
Oct-24,MN,227.5,227.5
Nov-24,MN,128,128
Dec-24,MN,133.5,133.5
Jan-25,MN,164.5,164.5
Feb-25,MN,123,123
Mar-25,MN,238,238
Apr-25,MN,277,277
May-25,MN,322,322
Jun-25,MN,297.5,297.5
Jul-25,MN,302,302
Aug-25,MN,311.5,311.5
Sep-25,MN,190,190
Oct-25,MN,123.5,123.5
Nov-25,MN,147,147
Dec-25,MN,97.5,97.5
Jan-26,MN,134.5,134.5
Feb-26,MN,122.5,122.5
Mar-26,MN,233,233
Apr-26,MN,309.5,309.5
May-26,MN,337,337
Jun-26,MN,323.5,323.5
Jul-26,MN,300,300
Aug-26,MN,238,238
Sep-26,MN,109.5,109.5
Oct-26,MN,156,156
Nov-26,MN,83,83
Dec-26,MN,93,93
Jan-27,MN,142.5,142.5
Feb-27,MN,152,152
Mar-27,MN,204.5,204.5
Apr-27,MN,190,190
May-27,MN,189,189
Jun-27,MN,309.5,309.5
Jul-27,MN,328.5,328.5
Aug-27,MN,329,329
Sep-27,MN,189,189
Oct-27,MN,206,206
Nov-27,MN,95,95
Dec-27,MN,139,139
Jan-28,MN,188,188
Feb-28,MN,178,178
Mar-28,MN,240,240
Apr-28,MN,229,229
May-28,MN,336.5,336.5
Jun-28,MN,234,234
Jul-28,MN,305,305
Aug-28,MN,286.5,286.5
Sep-28,MN,226,226
Oct-28,MN,186,186
Nov-28,MN,121,121
Dec-28,MN,110,110
Jan-29,MN,141.5,141.5
Feb-29,MN,128,128
Mar-29,MN,176,176
Apr-29,MN,238.5,238.5
May-29,MN,333.5,333.5
Jun-29,MN,322.5,322.5
Jul-29,MN,350,350
Aug-29,MN,308.5,308.5
Sep-29,MN,188.5,188.5
Oct-29,MN,180,180
Nov-29,MN,127.5,127.5
Dec-29,MN,123,123
Jan-30,MN,160.5,160.5
Feb-30,MN,120,120
Mar-30,MN,240,240
Apr-30,MN,280.5,280.5
May-30,MN,264.5,264.5
Jun-30,MN,306,306
Jul-30,MN,367,367
Aug-30,MN,310.5,310.5
Sep-30,MN,244.5,244.5
Oct-30,MN,159.5,159.5
Nov-30,MN,165.5,165.5
Dec-30,MN,103,103
Jan-31,MN,129.5,129.5
Feb-31,MN,175,175
Mar-31,MN,185.5,185.5
Apr-31,MN,315,315
May-31,MN,260.5,260.5
Jun-31,MN,326.5,326.5
Jul-31,MN,381.5,381.5
Aug-31,MN,290,290
Sep-31,MN,249,249
Oct-31,MN,181.5,181.5
Nov-31,MN,124,124
Dec-31,MN,102,102
Jan-32,MN,90.5,90.5
Feb-32,MN,163.5,163.5
Mar-32,MN,188,188
Apr-32,MN,243.5,243.5
May-32,MN,244.5,244.5
Jun-32,MN,348,348
Jul-32,MN,387.5,387.5
Aug-32,MN,301.5,301.5
Sep-32,MN,291.5,291.5
Oct-32,MN,121.5,121.5
Nov-32,MN,135,135
Dec-32,MN,156,156
Jan-33,MN,115.5,115.5
Feb-33,MN,180.5,180.5
Mar-33,MN,207.5,207.5
Apr-33,MN,236.5,236.5
May-33,MN,261.5,261.5
Jun-33,MN,387,387
Jul-33,MN,365.5,365.5
Aug-33,MN,333,333
Sep-33,MN,226,226
Oct-33,MN,165,165
Nov-33,MN,74,74
Dec-33,MN,82,82
Jan-34,MN,86,86
Feb-34,MN,178,178
Mar-34,MN,228.5,228.5
Apr-34,MN,211,211
May-34,MN,373,373
Jun-34,MN,337,337
Jul-34,MN,387,387
Aug-34,MN,316.5,316.5
Sep-34,MN,173.5,173.5
Oct-34,MN,182,182
Nov-34,MN,92.5,92.5
Dec-34,MN,99.5,99.5
Jan-35,MN,115.5,115.5
Feb-35,MN,133,133
Mar-35,MN,192,192
Apr-35,MN,217.5,217.5
May-35,MN,283,283
Jun-35,MN,280.5,280.5
Jul-35,MN,365.5,365.5
Aug-35,MN,291,291
Sep-35,MN,230.5,230.5
Oct-35,MN,142,142
Nov-35,MN,78.5,78.5
Dec-35,MN,68.5,68.5
Jan-36,MN,154.5,154.5
Feb-36,MN,205.5,205.5
Mar-36,MN,165.5,165.5
Apr-36,MN,246.5,246.5
May-36,MN,311.5,311.5
Jun-36,MN,338,338
Jul-36,MN,417,417
Aug-36,MN,273.5,273.5
Sep-36,MN,241,241
Oct-36,MN,162.5,162.5
Nov-36,MN,146.5,146.5
Dec-36,MN,96.5,96.5
Jan-37,MN,158.5,158.5
Feb-37,MN,158,158
Mar-37,MN,259.5,259.5
Apr-37,MN,178,178
May-37,MN,294.5,294.5
Jun-37,MN,303,303
Jul-37,MN,354,354
Aug-37,MN,309.5,309.5
Sep-37,MN,228,228
Oct-37,MN,140,140
Nov-37,MN,125.5,125.5
Dec-37,MN,105,105
Jan-38,MN,131,131
Feb-38,MN,127,127
Mar-38,MN,256,256
Apr-38,MN,256.5,256.5
May-38,MN,201.5,201.5
Jun-38,MN,317,317
Jul-38,MN,295,295
Aug-38,MN,314.5,314.5
Sep-38,MN,224.5,224.5
Oct-38,MN,223,223
Nov-38,MN,110.5,110.5
Dec-38,MN,116.5,116.5
Jan-39,MN,119,119
Feb-39,MN,166.5,166.5
Mar-39,MN,255,255
Apr-39,MN,244,244
May-39,MN,312,312
Jun-39,MN,270.5,270.5
Jul-39,MN,363.5,363.5
Aug-39,MN,286.5,286.5
Sep-39,MN,257,257
Oct-39,MN,178.5,178.5
Nov-39,MN,191.5,191.5
Dec-39,MN,153.5,153.5
Jan-40,MN,159,159
Feb-40,MN,139.5,139.5
Mar-40,MN,220,220
Apr-40,MN,228,228
May-40,MN,252,252
Jun-40,MN,299,299
Jul-40,MN,339.5,339.5
Aug-40,MN,215.5,215.5
Sep-40,MN,264.5,264.5
Oct-40,MN,163,163
Nov-40,MN,74.5,74.5
Dec-40,MN,96,96
Jan-41,MN,106.5,106.5
Feb-41,MN,175,175
Mar-41,MN,210.5,210.5
Apr-41,MN,208,208
May-41,MN,298.5,298.5
Jun-41,MN,278,278
Jul-41,MN,345,345
Aug-41,MN,305.5,305.5
Sep-41,MN,185.5,185.5
Oct-41,MN,156.5,156.5
Nov-41,MN,98,98
Dec-41,MN,99,99
Jan-42,MN,168,168
Feb-42,MN,144.5,144.5
Mar-42,MN,171,171
Apr-42,MN,305.5,305.5
May-42,MN,226.5,226.5
Jun-42,MN,267.5,267.5
Jul-42,MN,315.5,315.5
Aug-42,MN,276.5,276.5
Sep-42,MN,190,190
Oct-42,MN,202.5,202.5
Nov-42,MN,117,117
Dec-42,MN,102,102
Jan-43,MN,127,127
Feb-43,MN,206,206
Mar-43,MN,239.5,239.5
Apr-43,MN,268,268
May-43,MN,263.5,263.5
Jun-43,MN,265,265
Jul-43,MN,370,370
Aug-43,MN,316.5,316.5
Sep-43,MN,239.5,239.5
Oct-43,MN,202,202
Nov-43,MN,94.5,94.5
Dec-43,MN,157,157
Jan-44,MN,156.5,156.5
Feb-44,MN,176,176
Mar-44,MN,154.5,154.5
Apr-44,MN,240.5,240.5
May-44,MN,237.5,237.5
Jun-44,MN,282.5,282.5
Jul-44,MN,294,294
Aug-44,MN,287.5,287.5
Sep-44,MN,166,166
Oct-44,MN,214,214
Nov-44,MN,50.5,50.5
Dec-44,MN,108,108
Jan-45,MN,102.5,102.5
Feb-45,MN,155,155
Mar-45,MN,219,219
Apr-45,MN,209.5,209.5
May-45,MN,262.5,262.5
Jun-45,MN,257,257
Jul-45,MN,308.5,308.5
Aug-45,MN,303,303
Sep-45,MN,197.5,197.5
Oct-45,MN,211.5,211.5
Nov-45,MN,56,56
Dec-45,MN,70.5,70.5
Jan-46,MN,107.5,107.5
Feb-46,MN,134.5,134.5
Mar-46,MN,201.5,201.5
Apr-46,MN,269.5,269.5
May-46,MN,249,249
Jun-46,MN,266.5,266.5
Jul-46,MN,320.5,320.5
Aug-46,MN,275.5,275.5
Sep-46,MN,210.5,210.5
Oct-46,MN,139.5,139.5
Nov-46,MN,124,124
Dec-46,MN,101.5,101.5
Jan-47,MN,127,127
Feb-47,MN,146.5,146.5
Mar-47,MN,195,195
Apr-47,MN,182,182
May-47,MN,242,242
Jun-47,MN,244,244
Jul-47,MN,373.5,373.5
Aug-47,MN,291.5,291.5
Sep-47,MN,237,237
Oct-47,MN,182.5,182.5
Nov-47,MN,76,76
Dec-47,MN,78.5,78.5
Jan-48,MN,173.5,173.5
Feb-48,MN,207,207
Mar-48,MN,236.5,236.5
Apr-48,MN,242,242
May-48,MN,320.5,320.5
Jun-48,MN,266.5,266.5
Jul-48,MN,315,315
Aug-48,MN,313.5,313.5
Sep-48,MN,281,281
Oct-48,MN,225,225
Nov-48,MN,84,84
Dec-48,MN,129.5,129.5
Jan-49,MN,112,112
Feb-49,MN,148.5,148.5
Mar-49,MN,178,178
Apr-49,MN,294,294
May-49,MN,282,282
Jun-49,MN,304.5,304.5
Jul-49,MN,305.5,305.5
Aug-49,MN,327.5,327.5
Sep-49,MN,220,220
Oct-49,MN,148,148
Nov-49,MN,104.5,104.5
Dec-49,MN,94.5,94.5
Jan-50,MN,122,122
Feb-50,MN,181,181
Mar-50,MN,189,189
Apr-50,MN,157,157
May-50,MN,222,222
Jun-50,MN,295.5,295.5
Jul-50,MN,288.5,288.5
Aug-50,MN,288.5,288.5
Sep-50,MN,216.5,216.5
Oct-50,MN,194.5,194.5
Nov-50,MN,126,126
Dec-50,MN,97,97
Jan-51,MN,145.5,145.5
Feb-51,MN,124,124
Mar-51,MN,176,176
Apr-51,MN,174.5,174.5
May-51,MN,279.5,279.5
Jun-51,MN,268,268
Jul-51,MN,333,333
Aug-51,MN,207.5,207.5
Sep-51,MN,155.5,155.5
Oct-51,MN,124,124
Nov-51,MN,114,114
Dec-51,MN,109,109
Jan-52,MN,147.5,147.5
Feb-52,MN,154.5,154.5
Mar-52,MN,199,199
Apr-52,MN,287.5,287.5
May-52,MN,281.5,281.5
Jun-52,MN,330.5,330.5
Jul-52,MN,329,329
Aug-52,MN,281,281
Sep-52,MN,245,245
Oct-52,MN,242,242
Nov-52,MN,138.5,138.5
Dec-52,MN,83.5,83.5
Jan-53,MN,92,92
Feb-53,MN,136.5,136.5
Mar-53,MN,179,179
Apr-53,MN,165.5,165.5
May-53,MN,260.5,260.5
Jun-53,MN,270.5,270.5
Jul-53,MN,312,312
Aug-53,MN,279.5,279.5
Sep-53,MN,230,230
Oct-53,MN,253.5,253.5
Nov-53,MN,148,148
Dec-53,MN,106.5,106.5
Jan-54,MN,117.5,117.5
Feb-54,MN,152,152
Mar-54,MN,218,218
Apr-54,MN,202.5,202.5
May-54,MN,229,229
Jun-54,MN,268,268
Jul-54,MN,295.5,295.5
Aug-54,MN,270.5,270.5
Sep-54,MN,147,147
Oct-54,MN,143.5,143.5
Nov-54,MN,104.5,104.5
Dec-54,MN,115,115
Jan-55,MN,151,151
Feb-55,MN,161.5,161.5
Mar-55,MN,219,219
Apr-55,MN,247,247
May-55,MN,302,302
Jun-55,MN,262,262
Jul-55,MN,307.5,307.5
Aug-55,MN,286,286
Sep-55,MN,231.5,231.5
Oct-55,MN,179,179
Nov-55,MN,76.5,76.5
Dec-55,MN,109.5,109.5
Jan-56,MN,150,150
Feb-56,MN,191,191
Mar-56,MN,196,196
Apr-56,MN,211.5,211.5
May-56,MN,241.5,241.5
Jun-56,MN,300,300
Jul-56,MN,276,276
Aug-56,MN,270,270
Sep-56,MN,219,219
Oct-56,MN,236,236
Nov-56,MN,84,84
Dec-56,MN,92,92
Jan-57,MN,175.5,175.5
Feb-57,MN,141.5,141.5
Mar-57,MN,250.5,250.5
Apr-57,MN,255.5,255.5
May-57,MN,266.5,266.5
Jun-57,MN,259,259
Jul-57,MN,316,316
Aug-57,MN,294.5,294.5
Sep-57,MN,223.5,223.5
Oct-57,MN,159,159
Nov-57,MN,78.5,78.5
Dec-57,MN,124,124
Jan-58,MN,128.5,128.5
Feb-58,MN,193.5,193.5
Mar-58,MN,205,205
Apr-58,MN,255.5,255.5
May-58,MN,331.5,331.5
Jun-58,MN,262,262
Jul-58,MN,298.5,298.5
Aug-58,MN,302.5,302.5
Sep-58,MN,232.5,232.5
Oct-58,MN,206,206
Nov-58,MN,131,131
Dec-58,MN,164,164
Jan-59,MN,176,176
Feb-59,MN,200.5,200.5
Mar-59,MN,245.5,245.5
Apr-59,MN,225,225
May-59,MN,215,215
Jun-59,MN,314.5,314.5
Jul-59,MN,386.5,386.5
Aug-59,MN,232,232
Sep-59,MN,203.5,203.5
Oct-59,MN,113,113
Nov-59,MN,131,131
Dec-59,MN,122,122
Jan-60,MN,131,131
Feb-60,MN,194,194
Mar-60,MN,223.5,223.5
Apr-60,MN,186.5,186.5
May-60,MN,235,235
Jun-60,MN,284.5,284.5
Jul-60,MN,356,356
Aug-60,MN,255,255
Sep-60,MN,200.5,200.5
Oct-60,MN,211,211
Nov-60,MN,133.5,133.5
Dec-60,MN,159,159
Jan-61,MN,191,191
Feb-61,MN,155.5,155.5
Mar-61,MN,197,197
Apr-61,MN,198.5,198.5
May-61,MN,318.5,318.5
Jun-61,MN,342.5,342.5
Jul-61,MN,306,306
Aug-61,MN,315,315
Sep-61,MN,173,173
Oct-61,MN,190,190
Nov-61,MN,93.5,93.5
Dec-61,MN,77.5,77.5
Jan-62,MN,116.5,116.5
Feb-62,MN,120,120
Mar-62,MN,143.5,143.5
Apr-62,MN,228.5,228.5
May-62,MN,171.5,171.5
Jun-62,MN,268,268
Jul-62,MN,235.5,235.5
Aug-62,MN,276,276
Sep-62,MN,208.5,208.5
Oct-62,MN,157,157
Nov-62,MN,99,99
Dec-62,MN,111,111
Jan-63,MN,135.5,135.5
Feb-63,MN,149.5,149.5
Mar-63,MN,196,196
Apr-63,MN,221.5,221.5
May-63,MN,226,226
Jun-63,MN,307.5,307.5
Jul-63,MN,315.5,315.5
Aug-63,MN,285.5,285.5
Sep-63,MN,215.5,215.5
Oct-63,MN,236.5,236.5
Nov-63,MN,117.5,117.5
Dec-63,MN,142.5,142.5
Jan-64,MN,151.5,151.5
Feb-64,MN,203.5,203.5
Mar-64,MN,235.5,235.5
Apr-64,MN,234.5,234.5
May-64,MN,326,326
Jun-64,MN,310,310
Jul-64,MN,367,367
Aug-64,MN,255,255
Sep-64,MN,190,190
Oct-64,MN,194.5,194.5
Nov-64,MN,139,139
Dec-64,MN,125.5,125.5
Jan-65,MN,159.5,159.5
Feb-65,MN,175,175
Mar-65,MN,187.5,187.5
Apr-65,MN,170.5,170.5
May-65,MN,208,208
Jun-65,MN,315,315
Jul-65,MN,329,329
Aug-65,MN,267,267
Sep-65,MN,104,104
Oct-65,MN,190.5,190.5
Nov-65,MN,115.5,115.5
Dec-65,MN,82.5,82.5
Jan-66,MN,168,168
Feb-66,MN,184,184
Mar-66,MN,179,179
Apr-66,MN,192.5,192.5
May-66,MN,320.5,320.5
Jun-66,MN,288,288
Jul-66,MN,344,344
Aug-66,MN,240,240
Sep-66,MN,256.5,256.5
Oct-66,MN,183,183
Nov-66,MN,101,101
Dec-66,MN,114.5,114.5
Jan-67,MN,106,106
Feb-67,MN,156,156
Mar-67,MN,214,214
Apr-67,MN,205.5,205.5
May-67,MN,319.5,319.5
Jun-67,MN,249,249
Jul-67,MN,313.5,313.5
Aug-67,MN,280.5,280.5
Sep-67,MN,287.5,287.5
Oct-67,MN,168.5,168.5
Nov-67,MN,84,84
Dec-67,MN,102.5,102.5
Jan-68,MN,118.5,118.5
Feb-68,MN,220,220
Mar-68,MN,227.5,227.5
Apr-68,MN,210,210
May-68,MN,198,198
Jun-68,MN,240.5,240.5
Jul-68,MN,320,320
Aug-68,MN,289,289
Sep-68,MN,233,233
Oct-68,MN,153,153
Nov-68,MN,83,83
Dec-68,MN,98,98
Jan-69,MN,94,94
Feb-69,MN,149,149
Mar-69,MN,262,262
Apr-69,MN,251.5,251.5
May-69,MN,280.5,280.5
Jun-69,MN,214.5,214.5
Jul-69,MN,301,301
Aug-69,MN,362,362
Sep-69,MN,233,233
Oct-69,MN,108,108
Nov-69,MN,75.5,75.5
Dec-69,MN,69,69
Jan-70,MN,150,150
Feb-70,MN,175,175
Mar-70,MN,245,245
Apr-70,MN,228.5,228.5
May-70,MN,214.5,214.5
Jun-70,MN,307.5,307.5
Jul-70,MN,387.5,387.5
Aug-70,MN,345.5,345.5
Sep-70,MN,195.5,195.5
Oct-70,MN,146,146
Nov-70,MN,79,79
Dec-70,MN,91.5,91.5
Jan-71,MN,140,140
Feb-71,MN,140.5,140.5
Mar-71,MN,196,196
Apr-71,MN,277.5,277.5
May-71,MN,279.5,279.5
Jun-71,MN,279.5,279.5
Jul-71,MN,340.5,340.5
Aug-71,MN,318,318
Sep-71,MN,236,236
Oct-71,MN,134,134
Nov-71,MN,80,80
Dec-71,MN,69,69
Jan-72,MN,148,148
Feb-72,MN,155.5,155.5
Mar-72,MN,219,219
Apr-72,MN,197.5,197.5
May-72,MN,280,280
Jun-72,MN,336.5,336.5
Jul-72,MN,275.5,275.5
Aug-72,MN,237,237
Sep-72,MN,177,177
Oct-72,MN,142.5,142.5
Nov-72,MN,35,35
Dec-72,MN,78.5,78.5
Jan-73,MN,144,144
Feb-73,MN,135.5,135.5
Mar-73,MN,155,155
Apr-73,MN,190,190
May-73,MN,206,206
Jun-73,MN,283.5,283.5
Jul-73,MN,331,331
Aug-73,MN,269,269
Sep-73,MN,220.5,220.5
Oct-73,MN,162,162
Nov-73,MN,111.5,111.5
Dec-73,MN,118,118
Jan-74,MN,148.5,148.5
Feb-74,MN,169,169
Mar-74,MN,162,162
Apr-74,MN,235.5,235.5
May-74,MN,232.5,232.5
Jun-74,MN,317.5,317.5
Jul-74,MN,346,346
Aug-74,MN,265,265
Sep-74,MN,210.5,210.5
Oct-74,MN,187,187
Nov-74,MN,103.5,103.5
Dec-74,MN,132,132
Jan-75,MN,118.5,118.5
Feb-75,MN,133,133
Mar-75,MN,196.5,196.5
Apr-75,MN,194.5,194.5
May-75,MN,292,292
Jun-75,MN,228,228
Jul-75,MN,390.5,390.5
Aug-75,MN,282,282
Sep-75,MN,197,197
Oct-75,MN,203.5,203.5
Nov-75,MN,145.5,145.5
Dec-75,MN,79,79
Jan-76,MN,113,113
Feb-76,MN,169.5,169.5
Mar-76,MN,165.5,165.5
Apr-76,MN,256,256
May-76,MN,339.5,339.5
Jun-76,MN,356.5,356.5
Jul-76,MN,385.5,385.5
Aug-76,MN,352.5,352.5
Sep-76,MN,277.5,277.5
Oct-76,MN,168.5,168.5
Nov-76,MN,149,149
Dec-76,MN,134,134
Jan-77,MN,156.5,156.5
Feb-77,MN,176,176
Mar-77,MN,181.5,181.5
Apr-77,MN,267,267
May-77,MN,314,314
Jun-77,MN,286.5,286.5
Jul-77,MN,305,305
Aug-77,MN,238.5,238.5
Sep-77,MN,153.5,153.5
Oct-77,MN,173.5,173.5
Nov-77,MN,92,92
Dec-77,MN,81,81
Jan-78,MN,182,182
Feb-78,MN,163,163
Mar-78,MN,263,263
Apr-78,MN,212.5,212.5
May-78,MN,304,304
Jun-78,MN,267,267
Jul-78,MN,277,277
Aug-78,MN,299,299
Sep-78,MN,220.5,220.5
Oct-78,MN,186.5,186.5
Nov-78,MN,117.5,117.5
Dec-78,MN,120.5,120.5
Jan-79,MN,189.5,189.5
Feb-79,MN,160,160
Mar-79,MN,133,133
Apr-79,MN,212.5,212.5
May-79,MN,247.5,247.5
Jun-79,MN,282.5,282.5
Jul-79,MN,274,274
Aug-79,MN,212.5,212.5
Sep-79,MN,223.5,223.5
Oct-79,MN,139,139
Nov-79,MN,100,100
Dec-79,MN,117,117
Jan-80,MN,147,147
Feb-80,MN,181,181
Mar-80,MN,227.5,227.5
Apr-80,MN,262.5,262.5
May-80,MN,326.5,326.5
Jun-80,MN,305,305
Jul-80,MN,357,357
Aug-80,MN,249.5,249.5
