ID,fertilizer_price_index_all,fertilizer_price_index_nitrogen,fertilizer_price_index_phosphate,oil_price,meat_total(kg/capita),meat_total_us(lb/capita),fruits(kg/capita),vegetable(kg/capita),coffee_us(gal/capita),tea_us(gal/capita),cocoa_us(lb/capita),co2(ppm),population_us_total,population_us_asian,population_world,population_asia_all,population_asia_east&southeast,cpi_us,gini_us,harvestedarea_rice_asia(ha),yield_rice_asia(hg/ha),production_rice_asia(ton),food_consumption_us(kcal),crop_price_us
1901-02,2.8714245,9.351757642,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,213.23781671113355,53710663.59172499,114733.56666666667,359834.98616664007,84789.00516665338,112499.98000000289,8.75714285714287,27.116715816595026,86254809.54384802,6175.000000000002,68840805.99999997,3015.360859329793,106.0
1901-03,2.88556945,9.356291736,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,213.37242719601977,53897019.97849655,115005.84999999999,363442.8903333068,86971.56733332007,113718.22500000289,8.764285714285727,27.127143318457367,86295653.48248278,6192.000000000002,68840805.99999997,3015.9960927560487,106.0
1901-04,2.899714399,9.360825829,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,213.507037680906,54083376.36526811,115278.13333333333,367050.79449997353,89154.12949998677,114936.47000000288,8.771428571428585,27.137570820319713,86336497.42111754,6209.000000000002,68840805.99999997,3016.631326182304,106.0
1901-05,2.913859349,9.365359923,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,213.64164816579225,54269732.75203967,115550.41666666666,370658.6986666402,91336.69166665345,116154.71500000288,8.778571428571441,27.147998322182055,86377341.35975231,6226.000000000002,68840805.99999997,3017.266559608559,106.0
1901-06,2.928004299,9.369894017,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,213.77625865067847,54456089.13881124,115822.7,374266.60283330694,93519.25383332014,117372.96000000287,8.785714285714299,27.1584258240444,86418185.29838707,6243.000000000002,68840805.99999997,3017.901793034814,106.0
1901-07,2.942149248,9.374428111,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,213.9108691355647,54642445.5255828,116094.98333333334,377874.5069999737,95701.81599998684,118591.20500000287,8.792857142857155,27.168853325906746,86459029.23702183,6260.000000000002,68840805.99999997,3018.5370264610697,106.0
1901-08,2.956294198,9.378962204,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,214.04547962045095,54828801.91235436,116367.26666666666,381482.41116664035,97884.37816665352,119809.45000000286,8.800000000000013,27.179280827769087,86499873.17565659,6277.000000000002,68840805.99999997,3019.172259887325,106.0
1901-09,2.970439148,9.383496298,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,214.18009010533717,55015158.29912592,116639.55,385090.3153333071,100066.9403333202,121027.69500000286,8.80714285714287,27.189708329631433,86540717.11429136,6294.000000000002,68840805.99999997,3019.80749331358,106.0
1901-10,2.984584097,9.388030392,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,214.3147005902234,55201514.685897484,116911.83333333333,388698.2194999738,102249.5024999869,122245.94000000285,8.814285714285727,27.200135831493775,86581561.05292611,6311.000000000002,68840805.99999997,3020.4427267398355,106.0
1901-11,2.998729047,9.392564485,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,214.44931107510962,55387871.072669044,117184.11666666667,392306.1236666405,104432.06466665359,123464.18500000285,8.821428571428584,27.21056333335612,86622404.99156088,6328.000000000002,68840805.99999997,3021.0779601660906,106.0
1901-12,3.012873996,9.397098579,1.0,6.03744,11.13194507,81.88983847,34.96023976,11.24328674,31.09793953,7.554735492,2.255587938,214.58392155999587,55574227.459440604,117456.4,395914.0278333072,106614.62683332028,124682.43000000285,8.828571428571442,27.220990835218462,86663248.93019563,6345.000000000002,68840805.99999997,3021.7131935923458,106.0
1902-01,3.027018946,9.401632673,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,214.7185320448821,55760583.84621216,117728.68333333333,399521.93199997395,108797.18899998697,125900.67500000284,8.835714285714298,27.231418337080807,86704092.8688304,6362.000000000002,68840805.99999997,3022.348427018601,106.0
1902-02,3.041163896,9.406166767,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,214.85314252976832,55946940.23298373,118000.96666666666,403129.8361666406,110979.75116665366,127118.92000000284,8.842857142857156,27.24184583894315,86744936.80746515,6379.000000000002,68840805.99999997,3022.9836604448565,106.0
1902-03,3.055308845,9.41070086,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,214.98775301465457,56133296.61975529,118273.25,406737.74033330736,113162.31333332034,128337.16500000283,8.850000000000012,27.252273340805495,86785780.74609992,6396.000000000002,68840805.99999997,3023.6188938711116,106.0
1902-04,3.069453795,9.415234954,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,215.1223634995408,56319653.00652685,118545.53333333333,410345.6444999741,115344.87549998704,129555.41000000283,8.85714285714287,27.262700842667837,86826624.68473467,6413.000000000002,68840805.99999997,3024.2541272973667,106.0
1902-05,3.083598745,9.419769048,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,215.25697398442702,56506009.39329842,118817.81666666667,413953.54866664077,117527.43766665373,130773.65500000282,8.864285714285726,27.273128344530182,86867468.62336944,6430.000000000002,68840805.99999997,3024.889360723622,106.0
1902-06,3.097743694,9.424303141,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,215.39158446931324,56692365.78006998,119090.09999999999,417561.4528333075,119709.99983332041,131991.90000000282,8.871428571428583,27.283555846392524,86908312.5620042,6447.000000000002,68840805.99999997,3025.5245941498774,106.0
1902-07,3.111888644,9.428837235,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,215.5261949541995,56878722.16684154,119362.38333333333,421169.35699997423,121892.56199998711,133210.1450000028,8.87857142857144,27.29398334825487,86949156.50063896,6464.000000000002,68840805.99999997,3026.1598275761326,106.0
1902-08,3.126033593,9.433371329,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,215.66080543908572,57065078.5536131,119634.66666666666,424777.2611666409,124075.1241666538,134428.3900000028,8.885714285714297,27.30441085011721,86990000.43927373,6481.000000000002,68840805.99999997,3026.7950610023877,106.0
1902-09,3.140178543,9.437905423,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,215.79541592397194,57251434.94038466,119906.95,428385.16533330764,126257.68633332048,135646.6350000028,8.892857142857155,27.314838351979557,87030844.37790848,6498.000000000002,68840805.99999997,3027.430294428643,106.0
1902-10,3.154323493,9.442439516,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,215.9300264088582,57437791.32715622,120179.23333333334,431993.0694999744,128440.24849998717,136864.8800000028,8.900000000000011,27.3252658538419,87071688.31654325,6515.000000000002,68840805.99999997,3028.0655278548984,106.0
1902-11,3.168468442,9.44697361,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,216.06463689374442,57624147.71392778,120451.51666666666,435600.97366664105,130622.81066665387,138083.1250000028,8.907142857142869,27.335693355704244,87112532.255178,6532.000000000002,68840805.99999997,3028.7007612811535,106.0
1902-12,3.182613392,9.451507704,1.0,5.0312,11.46003818,82.83455794,35.38132068,11.24328674,31.07866426,7.550404897,2.285039671,216.19924737863064,57810504.10069934,120723.8,439208.8778333078,132805.37283332055,139301.3700000028,8.914285714285725,27.34612085756659,87153376.19381277,6549.000000000002,68840805.99999997,3029.3359947074086,106.0
1903-01,3.196758342,9.456041797,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,216.33385786351687,57996860.48747091,120996.08333333333,442816.78199997445,134987.93499998725,140519.61500000278,8.921428571428583,27.35654835942893,87194220.13244753,6566.000000000002,68840805.99999997,3029.971228133664,106.0
1903-02,3.210903291,9.460575891,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,216.46846834840312,58183216.87424247,121268.36666666667,446424.6861666412,137170.49716665392,141737.86000000278,8.92857142857144,27.366975861291277,87235064.0710823,6583.000000000002,68840805.99999997,3030.6064615599194,106.0
1903-03,3.225048241,9.465109985,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,216.60307883328935,58369573.26101403,121540.65,450032.59033330786,139353.05933332062,142956.10500000278,8.935714285714297,27.37740336315362,87275908.00971705,6600.000000000002,68840805.99999997,3031.2416949861745,106.0
1903-04,3.23919319,9.469644079,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,216.73768931817557,58555929.64778559,121812.93333333333,453640.49449997465,141535.62149998732,144174.35000000277,8.942857142857154,27.387830865015964,87316751.94835182,6617.000000000002,68840805.99999997,3031.8769284124296,106.0
1903-05,3.25333814,9.474178172,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,216.87229980306182,58742286.034557156,122085.21666666666,457248.3986666413,143718.183666654,145392.59500000277,8.950000000000012,27.398258366878306,87357595.88698657,6634.000000000002,68840805.99999997,3032.512161838685,106.0
1903-06,3.26748309,9.478712266,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,217.00691028794805,58928642.421328716,122357.5,460856.302833308,145900.7458333207,146610.84000000276,8.957142857142868,27.40868586874065,87398439.82562134,6651.000000000002,68840805.99999997,3033.1473952649403,106.0
1903-07,3.281628039,9.48324636,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,217.14152077283427,59114998.808100276,122629.78333333333,464464.20699997473,148083.3079999874,147829.08500000276,8.964285714285724,27.419113370602993,87439283.76425609,6668.000000000002,68840805.99999997,3033.7826286911954,106.0
1903-08,3.295772989,9.487780453,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,217.27613125772052,59301355.19487184,122902.06666666667,468072.11116664147,150265.87016665406,149047.33000000275,8.971428571428582,27.42954087246534,87480127.70289086,6685.000000000002,68840805.99999997,3034.4178621174506,106.0
1903-09,3.309917939,9.492314547,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,217.41074174260675,59487711.5816434,123174.34999999999,471680.01533330814,152448.43233332076,150265.57500000275,8.978571428571438,27.43996837432768,87520971.64152561,6702.000000000002,68840805.99999997,3035.053095543706,106.0
1903-10,3.324062888,9.496848641,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,217.54535222749297,59674067.96841496,123446.63333333333,475287.9194999749,154630.99449998746,151483.82000000274,8.985714285714296,27.450395876190026,87561815.58016038,6719.000000000002,68840805.99999997,3035.6883289699613,106.0
1903-11,3.338207838,9.501382735,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,217.6799627123792,59860424.35518652,123718.91666666666,478895.8236666416,156813.55666665413,152702.06500000274,8.992857142857153,27.460823378052368,87602659.51879515,6736.000000000002,68840805.99999997,3036.3235623962164,106.0
1903-12,3.352352787,9.505916828,1.0,5.91166,11.7881313,83.77927741,35.80240161,11.24328674,31.05938898,7.546074303,2.314491405,217.81457319726545,60046780.74195809,123991.2,482503.7278333083,158996.11883332083,153920.31000000273,9.00000000000001,27.471250879914713,87643503.4574299,6753.000000000002,68840805.99999997,3036.9587958224715,106.0
1904-01,3.366497737,9.510450922,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,217.94918368215167,60233137.12872965,124263.48333333334,486111.631999975,161178.68099998753,155138.55500000273,9.007142857142867,27.481678381777055,87684347.39606467,6770.000000000002,68840805.99999997,3037.594029248727,106.0
1904-02,3.380642687,9.514985016,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,218.0837941670379,60419493.51550121,124535.76666666666,489719.53616664174,163361.2431666542,156356.80000000272,9.014285714285725,27.4921058836394,87725191.33469942,6787.000000000002,68840805.99999997,3038.2292626749822,106.0
1904-03,3.394787636,9.519519109,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,218.21840465192415,60605849.902272776,124808.04999999999,493327.4403333084,165543.8053333209,157575.04500000272,9.021428571428581,27.502533385501742,87766035.27333419,6804.000000000002,68840805.99999997,3038.8644961012374,106.0
1904-04,3.408932586,9.524053203,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,218.35301513681037,60792206.289044335,125080.33333333333,496935.34449997515,167726.3674999876,158793.29000000271,9.02857142857144,27.512960887364088,87806879.21196894,6821.000000000002,68840805.99999997,3039.4997295274925,106.0
1904-05,3.423077536,9.528587297,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,218.4876256216966,60978562.675815895,125352.61666666667,500543.2486666419,169908.92966665427,160011.5350000027,9.035714285714295,27.523388389226433,87847723.15060371,6838.000000000002,68840805.99999997,3040.134962953748,106.0
1904-06,3.437222485,9.533121391,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,218.62223610658282,61164919.062587455,125624.9,504151.15283330856,172091.49183332096,161229.7800000027,9.042857142857153,27.533815891088775,87888567.08923846,6855.000000000002,68840805.99999997,3040.770196380003,106.0
1904-07,3.451367435,9.537655484,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,218.75684659146907,61351275.449359015,125897.18333333333,507759.0569999753,174274.05399998766,162448.0250000027,9.05000000000001,27.54424339295112,87929411.02787323,6872.000000000002,68840805.99999997,3041.4054298062583,106.0
1904-08,3.465512384,9.542189578,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,218.8914570763553,61537631.83613058,126169.46666666666,511366.961166642,176456.61616665433,163666.2700000027,9.057142857142868,27.554670894813462,87970254.96650799,6889.000000000002,68840805.99999997,3042.040663232514,106.0
1904-09,3.479657334,9.546723672,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,219.02606756124152,61723988.22290214,126441.75,514974.8653333087,178639.17833332103,164884.5150000027,9.064285714285724,27.565098396675808,88011098.90514275,6906.000000000002,68840805.99999997,3042.675896658769,106.0
1904-10,3.493802284,9.551257765,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,219.16067804612777,61910344.6096737,126714.03333333333,518582.76949997543,180821.74049998773,166102.7600000027,9.07142857142858,27.57552589853815,88051942.84377751,6923.000000000002,68840805.99999997,3043.311130085024,106.0
1904-11,3.507947233,9.555791859,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,219.295288531014,62096700.99644527,126986.31666666667,522190.67366664216,183004.3026666544,167321.00500000268,9.078571428571438,27.585953400400495,88092786.78241228,6940.000000000002,68840805.99999997,3043.9463635112793,106.0
1904-12,3.522092183,9.560325953,1.0,5.40854,12.11622441,84.72399688,36.22348254,11.24328674,31.04011371,7.541743709,2.343943138,219.42989901590022,62283057.38321683,127258.59999999999,525798.5778333088,185186.86483332107,168539.25000000268,9.085714285714294,27.596380902262837,88133630.72104703,6957.000000000002,68840805.99999997,3044.581596937535,106.0
1905-01,3.536237133,9.564860047,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,219.56450950078644,62469413.76998839,127530.88333333333,529406.4819999756,187369.4269999878,169757.49500000267,9.092857142857152,27.606808404125182,88174474.6596818,6974.000000000002,68840805.99999997,3045.21683036379,106.0
1905-02,3.550382082,9.56939414,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,219.6991199856727,62655770.15675995,127803.16666666666,533014.3861666423,189551.98916665447,170975.74000000267,9.100000000000009,27.617235905987524,88215318.59831657,6991.000000000002,68840805.99999997,3045.852063790045,106.0
1905-03,3.564527032,9.573928234,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,219.83373047055892,62842126.543531515,128075.45,536622.290333309,191734.55133332117,172193.98500000266,9.107142857142867,27.62766340784987,88256162.53695132,7008.000000000002,68840805.99999997,3046.4872972163002,106.0
1905-04,3.578671981,9.578462328,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,219.96834095544514,63028482.930303074,128347.73333333334,540230.1944999758,193917.11349998784,173412.23000000266,9.114285714285723,27.63809090971221,88297006.47558609,7025.000000000002,68840805.99999997,3047.122530642556,106.0
1905-05,3.592816931,9.582996421,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,220.1029514403314,63214839.317074634,128620.01666666666,543838.0986666424,196099.67566665454,174630.47500000265,9.12142857142858,27.648518411574557,88337850.41422084,7042.000000000002,68840805.99999997,3047.757764068811,106.0
1905-06,3.606961881,9.587530515,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,220.23756192521762,63401195.7038462,128892.29999999999,547446.0028333091,198282.23783332124,175848.72000000265,9.128571428571437,27.6589459134369,88378694.35285561,7059.000000000002,68840805.99999997,3048.392997495066,106.0
1905-07,3.62110683,9.592064609,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,220.37217241010384,63587552.09061776,129164.58333333333,551053.9069999759,200464.7999999879,177066.96500000264,9.135714285714295,27.669373415299244,88419538.29149036,7076.000000000002,68840805.99999997,3049.028230921321,106.0
1905-08,3.63525178,9.596598703,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,220.50678289499007,63773908.47738932,129436.86666666667,554661.8111666426,202647.3621666546,178285.21000000264,9.142857142857151,27.679800917161586,88460382.23012513,7093.000000000002,68840805.99999997,3049.663464347577,106.0
1905-09,3.64939673,9.601132796,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,220.64139337987632,63960264.86416088,129709.15,558269.7153333093,204829.9243333213,179503.45500000264,9.15000000000001,27.69022841902393,88501226.16875988,7110.000000000002,68840805.99999997,3050.298697773832,106.0
1905-10,3.663541679,9.60566689,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,220.77600386476254,64146621.25093244,129981.43333333333,561877.6194999759,207012.48649998798,180721.70000000263,9.157142857142865,27.700655920886277,88542070.10739465,7127.000000000002,68840805.99999997,3050.933931200087,106.0
1905-11,3.677686629,9.610200984,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,220.91061434964877,64332977.63770401,130253.71666666666,565485.5236666427,209195.04866665468,181939.94500000263,9.164285714285722,27.71108342274862,88582914.0460294,7144.000000000002,68840805.99999997,3051.569164626342,106.0
1905-12,3.691831578,9.614735077,1.0,3.89918,12.44431752,85.66871636,36.64456347,11.24328674,31.02083844,7.537413115,2.373394871,221.04522483453502,64519334.02447557,130526.0,569093.4278333094,211377.61083332138,183158.19000000262,9.17142857142858,27.721510924610964,88623757.98466417,7161.000000000002,68840805.99999997,3052.2043980525978,106.0
1906-01,3.705976528,9.619269171,1.0,4.59097,12.77241064,86.61343583,37.06564439,11.24328674,31.00156317,7.533082521,2.402846604,221.17983531942124,64705690.411247134,130798.28333333333,572701.3319999761,213560.17299998805,184376.43500000262,9.178571428571436,27.731938426473306,88664601.92329893,7178.000000000002,68840805.99999997,3052.839631478853,106.0
1906-02,3.720121478,9.623803265,1.0,4.59097,12.77241064,86.61343583,37.06564439,11.24328674,31.00156317,7.533082521,2.402846604,221.31444580430747,64892046.798018694,131070.56666666667,576309.2361666427,215742.73516665475,185594.6800000026,9.185714285714294,27.74236592833565,88705445.8619337,7195.000000000002,68840805.99999997,3053.474864905108,106.0
1906-03,3.734266427,9.628337359,1.0,4.59097,12.77241064,86.61343583,37.06564439,11.24328674,31.00156317,7.533082521,2.402846604,221.44905628919372,65078403.18479025,131342.85,579917.1403333095,217925.29733332145,186812.9250000026,9.19285714285715,27.752793430197993,88746289.80056845,7212.000000000002,68840805.99999997,3054.1100983313636,106.0
1906-04,3.748411377,9.632871452,1.0,4.59097,12.77241064,86.61343583,37.06564439,11.24328674,31.00156317,7.533082521,2.402846604,221.58366677407994,65264759.57156181,131615.13333333333,583525.0444999763,220107.85949998812,188031.1700000026,9.200000000000008,27.76322093206034,88787133.73920321,7229.000000000002,68840805.99999997,3054.7453317576187,106.0
1906-05,3.762556327,9.637405546,1.0,4.59097,12.77241064,86.61343583,37.06564439,11.24328674,31.00156317,7.533082521,2.402846604,221.71827725896617,65451115.95833337,131887.41666666666,587132.9486666429,222290.42166665482,189249.4150000026,9.207142857142864,27.77364843392268,88827977.67783798,7246.000000000002,68840805.99999997,3055.380565183874,106.0
1906-06,3.776701276,9.64193964,1.0,4.59097,12.77241064,86.61343583,37.06564439,11.24328674,31.00156317,7.533082521,2.402846604,221.8528877438524,65637472.34510494,132159.7,590740.8528333097,224472.98383332152,190467.6600000026,9.214285714285722,27.784075935785026,88868821.61647274,7263.000000000002,68840805.99999997,3056.015798610129,106.0
1906-07,3.790846226,9.646473733,1.0,4.59097,12.77241064,86.61343583,37.06564439,11.24328674,31.00156317,7.533082521,2.402846604,221.98749822873864,65823828.7318765,132431.98333333334,594348.7569999765,226655.5459999882,191685.9050000026,9.221428571428579,27.794503437647368,88909665.5551075,7280.000000000002,68840805.99999997,3056.6510320363845,106.0
1906-08,3.804991175,9.651007827,1.0,4.59097,12.77241064,86.61343583,37.06564439,11.24328674,31.00156317,7.533082521,2.402846604,222.12210871362487,66010185.11864806,132704.26666666666,597956.661166643,228838.10816665489,192904.15000000258,9.228571428571437,27.804930939509713,88950509.49374226,7297.000000000002,68840805.99999997,3057.2862654626397,106.0
